client_id,Delinquent90
75000,0.151740731765
75001,0.761479007211
75002,0.0134964866062
75003,0.137973293267
75004,0.00894006795741
75005,0.0683798359316
75006,0.0508445748931
75007,0.0470756009008
75008,0.172826340845
75009,0.172788751212
75010,0.494314499362
75011,0.071760511581
75012,0.169604313696
75013,0.120557373478
75014,0.352979066519
75015,0.259192249238
75016,0.303143860897
75017,0.102770208752
75018,0.0076867702455
75019,0.328697246661
75020,0.0640848428177
75021,0.140643688638
75022,0.37546639622
75023,0.0604011762924
75024,0.288405419523
75025,0.156442202036
75026,0.0493207025253
75027,0.00757000798342
75028,0.0932347927587
75029,0.0459712065845
75030,0.109315812202
75031,0.0207721062498
75032,0.264127521758
75033,0.109497842087
75034,0.0214763072536
75035,0.00603718345234
75036,0.110943805658
75037,0.0131468832492
75038,0.0312017602641
75039,0.348020716552
75040,0.0582513752495
75041,0.0259400187353
75042,0.00775374688045
75043,0.030151064598
75044,0.0321765169972
75045,0.121378104453
75046,0.0766600592621
75047,0.0200063552081
75048,0.445204911882
75049,0.366273294981
75050,0.00711179204184
75051,0.030126959067
75052,0.415865181144
75053,0.0309448352546
75054,0.198894288083
75055,0.0568769095159
75056,0.0554794307146
75057,0.179236409757
75058,0.144217047398
75059,0.171697136628
75060,0.438483481064
75061,0.0500830621568
75062,0.191008575223
75063,0.0447455511986
75064,0.104757499877
75065,0.0962649316419
75066,0.0226427433914
75067,0.141103574145
75068,0.267756663117
75069,0.0211575036666
75070,0.0915152217539
75071,0.103864230178
75072,0.15785071101
75073,0.0774887463966
75074,0.307888982685
75075,0.0669876391706
75076,0.0556331285544
75077,0.169363274019
75078,0.348820258113
75079,0.0529671606688
75080,0.194599699342
75081,0.287283005005
75082,0.0658635742876
75083,0.098059895397
75084,0.0408174059963
75085,0.0837815468089
75086,0.163937987656
75087,0.0963333681847
75088,0.0218821835964
75089,0.0198668007656
75090,0.0472453072997
75091,0.0666557127809
75092,0.174528225726
75093,0.0671338102624
75094,0.017700290316
75095,0.168320321456
75096,0.024157166845
75097,0.13700933881
75098,0.121825946009
75099,0.110546922509
75100,0.304452169192
75101,0.0227367042827
75102,0.0415905787292
75103,0.0261682865832
75104,0.219737058595
75105,0.472314422418
75106,0.0743688921278
75107,0.0839639903697
75108,0.0172642918274
75109,0.0726700850984
75110,0.0349427550517
75111,0.125850035153
75112,0.00785263556849
75113,0.000730262857389
75114,0.00440203037163
75115,0.0863841361972
75116,0.0200156466247
75117,0.0177697476275
75118,0.0630523503963
75119,0.375047220769
75120,0.0621059700043
75121,0.263489446783
75122,0.0248034926207
75123,0.271176807095
75124,0.00902120332971
75125,0.085441645149
75126,0.0204271447386
75127,0.0935450376713
75128,0.205090894822
75129,0.216347281565
75130,0.267642061513
75131,0.0709905718568
75132,0.453635254664
75133,0.0427897660481
75134,0.444623262027
75135,0.199395844495
75136,0.378109426916
75137,0.0517816315205
75138,0.0367557534358
75139,0.154035047483
75140,0.0258132530362
75141,0.0461342019146
75142,0.110839546421
75143,0.0601988809765
75144,0.147846796446
75145,0.601289238173
