client_id,Delinquent90
75000,0.0345155894756
75001,0.587232291698
75002,0.0185233950615
75003,0.0452134013176
75004,0.00361263751984
75005,0.00241848826408
75006,0.00540971755981
75007,0.000461488962173
75008,0.0401044487953
75009,0.115338206291
75010,0.160051226616
75011,0.0227466523647
75012,0.040267854929
75013,0.0187454223633
75014,0.346098124981
75015,0.33049762249
75016,0.114757239819
75017,0.00419899821281
75018,-0.000625371932983
75019,0.171308577061
75020,0.0293804705143
75021,0.0776045024395
75022,0.125084936619
75023,0.0140427350998
75024,0.096376568079
75025,0.245742857456
75026,0.00239172577858
75027,0.0138050019741
75028,0.023019939661
75029,0.00328505039215
75030,0.0196782648563
75031,0.0189238488674
75032,0.081539273262
75033,0.097150683403
75034,0.0367782711983
75035,0.0260046720505
75036,0.0171067118645
75037,0.0108620226383
75038,-0.00153422355652
75039,0.158289700747
75040,-0.00662261247635
75041,0.0214268267155
75042,-0.002645611763
75043,0.0171278715134
75044,0.0215921700001
75045,0.0541558861732
75046,0.00101798772812
75047,0.0230883955956
75048,0.225400626659
75049,0.185536056757
75050,0.0241921842098
75051,0.0205797255039
75052,0.269360125065
75053,0.0107894539833
75054,0.045788705349
75055,0.0132724642754
75056,0.0672824084759
75057,0.105154812336
75058,0.0885565578938
75059,0.15898680687
75060,0.210440248251
75061,0.0224625170231
75062,0.212844312191
75063,0.0141361653805
75064,0.0292873680592
75065,0.0130649507046
75066,0.00938355922699
75067,0.0966239273548
75068,0.0592747926712
75069,0.0174835622311
75070,0.0206571221352
75071,0.046506613493
75072,0.031949698925
75073,0.0646694302559
75074,0.144462943077
75075,0.0174807310104
75076,0.0154353678226
75077,0.22721105814
75078,0.251843363047
75079,0.00596511363983
75080,0.0378769934177
75081,0.135708838701
75082,0.00448930263519
75083,0.0410313606262
75084,0.00971657037735
75085,0.0135264992714
75086,0.0464385449886
75087,0.0056100487709
75088,-0.00193673372269
75089,0.0145135819912
75090,0.00482732057571
75091,0.0339184403419
75092,0.0743028819561
75093,0.0327144563198
75094,-0.00178790092468
75095,0.0647820532322
75096,-0.000853180885315
75097,0.0490584075451
75098,0.0492081940174
75099,0.03993460536
75100,0.0806954503059
75101,0.0064902305603
75102,0.0236257910728
75103,0.0146174430847
75104,0.0999757349491
75105,0.191368162632
75106,0.0438225269318
75107,0.0244942903519
75108,0.016924738884
75109,0.0111650824547
75110,-0.00044047832489
75111,0.103756070137
75112,0.0181175470352
75113,0.0139800012112
75114,0.0170288980007
75115,0.0116094946861
75116,0.0232801735401
75117,0.017976552248
75118,0.0295621752739
75119,0.288517832756
75120,0.0234811604023
75121,0.118890225887
75122,0.0318900346756
75123,0.119914412498
75124,-0.00166940689087
75125,0.0116221308708
75126,0.0131409168243
75127,0.00976157188416
75128,0.178369432688
75129,0.046323120594
75130,0.0936178267002
75131,0.0556775331497
75132,0.267866224051
75133,0.0273562073708
75134,0.410427510738
75135,0.100100755692
75136,0.141208738089
75137,0.00336509943008
75138,0.0196303427219
75139,0.154040336609
75140,0.00773891806602
75141,0.0293131768703
75142,0.0359225571156
75143,0.0115648210049
75144,0.12039321661
75145,0.256491601467
75146,0.107302725315
75147,-0.00918632745743
75148,0.105866283178
75149,0.0345194339752
75150,0.29223293066
75151,0.0099820792675
75152,0.129320174456
75153,0.0348981618881
75154,0.0236254632473
75155,0.0218578577042
75156,0.00258177518845
75157,0.00492551922798
75158,0.0322188735008
75159,0.0192867219448
75160,0.0542645156384
75161,0.0268985927105
75162,0.164046287537
75163,-0.00141543149948
75164,0.00927528738976
75165,-0.00291079282761
75166,0.0206923484802
75167,0.069572776556
75168,0.0257043540478
75169,0.00514748692513
75170,0.147997051477
75171,0.0204125344753
75172,0.0981414914131
75173,0.0229226946831
75174,0.0229583084583
75175,0.0248830914497
75176,0.0890664458275
75177,0.0143849849701
75178,0.0647298693657
75179,0.0568710565567
75180,0.0011134147644
75181,0.0988864302635
75182,0.0164961516857
75183,0.0317431092262
75184,0.343993842602
75185,0.0699447393417
75186,0.0242794454098
75187,0.020168364048
75188,0.0425185859203
75189,0.0131607949734
75190,0.0907721817493
75191,0.072335422039
75192,0.0582076311111
75193,0.0168262720108
75194,0.435725986958
75195,0.0263056755066
75196,0.107818186283
75197,0.0546932816505
75198,0.170071870089
75199,0.0348315238953
75200,0.0243335664272
75201,0.240867376328
75202,0.133520156145
75203,0.00552418828011
75204,0.0359314680099
75205,0.00385418534279
75206,0.012101739645
75207,0.214278191328
75208,0.0213885605335
75209,0.0471203029156
75210,-0.000464141368866
75211,0.0857240259647
75212,0.0908995568752
75213,0.043038547039
75214,0.00176054239273
75215,0.0150741636753
75216,0.0231585204601
75217,0.0385115742683
75218,0.0389292538166
75219,0.0697375833988
75220,0.0407068729401
75221,0.0133401155472
75222,0.0037639439106
75223,0.0108139812946
75224,0.0435485541821
75225,0.0195438563824
75226,0.0143382549286
75227,0.0127224028111
75228,0.0335659980774
75229,0.0012155175209
75230,0.121143221855
75231,0.0131477117538
75232,0.142411410809
75233,0.00772339105606
75234,0.158478409052
75235,0.0127381682396
75236,0.0951532423496
75237,0.0820111334324
75238,0.0381692349911
75239,0.00874578952789
75240,0.0272643566132
75241,0.0508633852005
75242,0.205234587193
75243,0.00404921174049
75244,0.00669473409653
75245,0.163835078478
75246,0.0295051038265
75247,0.0151433050632
75248,0.0506982505322
75249,0.0263921022415
75250,0.0940350592136
75251,0.0337416231632
75252,0.0810608863831
75253,0.0303032696247
75254,0.0210453271866
75255,0.0203313827515
75256,0.00256916880608
75257,0.0844502747059
